Title,Studio,Opening,Theaters,Date,Movie ID,Budget,Runtime,Genres,Directing,Producing,Writing,Rating
Spider-Man,Sony,114844116,3615,2002-05-03,557,139000000,121.0,"['Fantasy', 'Action']","['Sam Raimi', 'Jeff Shiffman', 'Susanna Preston', 'Eric Heffron', 'Michael J. Moore', 'John Elmore', 'Doug Lefler']","['Stan Lee', 'Ian Bryce', 'Laura Ziskin', 'Avi Arad', 'Francine Maisler', 'Grant Curtis', 'Heidi Fugeman', 'Steven P. Saeta', 'Lynn Kressel', 'Richard Baratta', 'Kathy Driscoll', 'Kevin Feige', 'John Fedynich', 'Denise Morgan McGrath', 'Candice D. Campos', 'Steven P. Saeta', 'Susan Dukow', 'Stan Lee', 'Jenifer Bonisteel', 'Nancy Safran', 'Chris Bustard', 'Michael Wesley Aycock', 'Alex Borys', 'Dave McComb', 'Michael Anthony Scott', 'Shawn P. McKeegan', 'Kelley Baker', 'Chad Darnell', 'Linda Weaver', 'Gavin J. Behrman', 'Ray Scalice', 'Rob Dickerson Jr.', 'Joan Devilla', 'Geoffrey Casquias', 'Shannon Gaulding', 'Greg Outcalt', 'Alexa Song Lindenthaler']","['Stan Lee', 'David Koepp', 'Steve Ditko', 'John Romita Sr.', 'Steve Montal']",PG-13
Pirates of the Caribbean: At World's End,BV,114732820,4362,2007-05-25,285,300000000,169.0,"['Adventure', 'Fantasy', 'Action']","['Gore Verbinski', 'Pamela Alch', 'Sharron Reynolds', 'Karen Golden']","['Jerry Bruckheimer', 'Mike Stenson', 'Chad Oman', 'Eric McLeod', 'Peter Kohn', 'Pat Sandston', 'Denise Chamian', 'Priscilla John', 'Donald Dowd', 'Bruce Hendricks', 'Jack Kney', 'Eric McLeod', 'Chad Oman', 'Pat Sandston', 'Brigham Taylor', 'Peter Kohn']","['Ted Elliott', 'Terry Rossio', 'Ted Elliott', 'Terry Rossio', 'Stuart Beattie', 'Jay Wolpert']",PG-13
Toy Story 3,BV,110307189,4028,2010-06-18,10193,200000000,103.0,"['Animation', 'Family', 'Comedy']","['Lee Unkrich', 'Mark Sanford', 'Andrew Cadelago']","['John Lasseter', 'Darla K. Anderson', 'Nicole Paradis Grindle', 'Natalie Lyon', 'Kevin Reher', 'Holly Dorff', 'Mickie McGowan', 'Beatrice De Luca', 'Marc S. Greenberg', 'Amy Hale', 'Stephen Krug', 'Briana Gardner', 'Chris Wiggum']","['Michael Arndt', 'Nick Sung', 'John Lasseter', 'Andrew Stanton', 'Lee Unkrich']",G
Transformers: Revenge of the Fallen,P/DW,108966307,4234,2009-06-24,8373,150000000,150.0,"['Science Fiction', 'Action', 'Adventure']","['Michael Bay', 'Karen Golden']","['Lorenzo Di Bonaventura', 'Steven Spielberg', 'Ian Bryce', 'Don Murphy', 'Tom DeSanto', 'Denise Chamian', 'Michael Bay', 'Luca Marco Paracels', 'Allegra Clegg', 'Matthew Cohan', 'Brian Goldner', 'K.C. Hodenfield', 'Mark Vahradian', 'Kenny Bates']",['Ehren Kruger'],PG-13
Star Wars: Episode III - Revenge of the Sith,Fox,108435841,3661,2005-05-19,1895,113000000,140.0,"['Science Fiction', 'Adventure', 'Action']",['George Lucas'],"['Rick McCallum', 'George Lucas', 'Christine King']",['George Lucas'],PG-13
Shrek 2,DW,108037878,4163,2004-05-19,809,150000000,93.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['Andrew Adamson', 'Kelly Asbury', 'Conrad Vernon', 'Matt Aspbury']","['David Lipman', 'Aron Warner', 'Leslee Feldman', 'Jeffrey Katzenberg', 'John H. Williams', 'Christi Soper', 'Liz Borges-Herzog', 'Kristen D. Chidel', 'Carol Norton', 'Mickie McGowan', 'Celeste Leger', 'Olivier Mouroux', 'Angela Ensele', 'Alison Fedrick', 'Kelly Jean-Ware', 'Hannibal P. Odisho', 'Sunny Ye', 'Gabrielle Siegel', 'Kelly Cooney', 'Fadi Basem Kandah', 'Jerome Solomon', 'Andre de Oliviera Araujo', 'Holly Edwards', 'Jennifer Freeman', 'Michael Garner', 'Philip R. Garrett', 'Tonia Pizzato', 'Stacy Rentel', 'Claudia Southmartin', 'Andrea Stoops', 'Jenna Grigg Thomas', 'Laura Lockwood', 'Julie M. McDonald', 'Jenny Wolfe-Binder', 'Marlon Montgomery', 'Laura Watts', 'Darci Zalvin', 'Wayne Hellinger', 'Sarah Maria Goodwin', 'Laurel Graydon', 'Teresa Cheng', 'Jaclyn T. Yee', 'Shad Davis', 'Chris Milano', 'Denise Minter']","['William Steig', 'Andrew Adamson', 'Joe Stillman', 'J. David Stem', 'David N. Weiss', 'Steven E. Gordon', 'Andrew Adamson', 'Jeff Snow', 'Charles Perrault', 'Ted Tally', 'Chris Miller', 'Walt Dohrn', 'Mike de Seve']",PG
The Secret Life of Pets,Uni.,104352905,4370,2016-07-08,412117,80000000,86.0,"['Adventure', 'Animation', 'Comedy', 'Family']",['Chris Renaud'],['Janet Healy'],"['Brian Lynch', 'Brian Lynch']",PG
The Jungle Book (2016),BV,103261464,4028,2016-04-15,278927,175000000,106.0,"['Adventure', 'Drama', 'Family', 'Fantasy']",['Jon Favreau'],"['Peter M. Tobyansen', 'Molly Allen', 'Karen Gilchrist', 'Jon Favreau', 'Brigham Taylor', 'John Bartnicki', 'Joyce Cox', 'Sarah Finn']","['Phil Langone', 'Justin Marks', 'Rudyard Kipling']",PG
Wonder Woman,WB,103251471,4165,2017-06-02,297762,149000000,141.0,"['Action', 'Adventure', 'Fantasy']","['Patty Jenkins', 'Patty Jenkins']","['Charles Roven', 'Deborah Snyder', 'Zack Snyder', 'Richard Suckle', 'Geoff Johns', 'Kristy Carlson', 'Lora Kennedy', 'Wesley Coller', 'Stephen Jones', 'Lucinda Syson', 'Damian Anderson', 'Tommy Gormley', 'Rebecca Steel Roven', 'Enzo Sisti', 'Andrea Alunni', 'Daniele Di Biasio', 'Marco Milani', 'Lulu Morgan', 'Mark Mostyn', 'Michele Ottaggio', 'Erik Paoletti', 'Carmen Pepelea', 'Roxanne Pinheiro', 'Andy Reeve', 'Massimiliano Sisti', 'Elisabetta Tomasso', 'Carrick Welsh', 'Jeanette Benzie', 'Bex Reynolds', 'Kate Ringsell', 'Leigh Ann Smith', 'Natasha Vincent', 'Milla Wilcock', 'Fabio Ferrante', 'Leonardo Cellai', 'Duncan Broadfoot', 'Jacob McIntyre', 'Steve Mortimore', 'Georgette Turner', 'Marco Calabrese', 'Jon Berg']","['Jay Oliva', 'Geoff Johns', 'Allan Heinberg', 'Zack Snyder', 'Allan Heinberg', 'Jason Fuchs', 'William Moulton Marston', 'Anson Jew', 'Benton Jew']",PG-13
X-Men: The Last Stand,Fox,102750665,3690,2006-05-26,36668,210000000,104.0,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",['Brett Ratner'],"['Avi Arad', 'Lauren Shuler Donner', 'Ralph Winter', 'Heike Brandstatter', 'Coreen Mayrs', 'Richard Pagano', 'Lee Cleary', 'Ross Fanger', 'Kevin Feige', 'James M. Freitag', 'Luca Marco Paracels', 'David Gorder', 'Stan Lee', 'John Palermo', 'Kurt Williams']","['Simon Kinberg', 'Zak Penn']",PG-13
Harry Potter and the Goblet of Fire,WB,102685961,3858,2005-11-18,674,150000000,157.0,"['Adventure', 'Fantasy', 'Family']","['Mike Newell', 'Chris Carreras', 'Libbie Barr', 'Peter MacDonald', 'Nick Shuttleworth', 'Janette Boyle', 'Tom Brewster']","['David Heyman', 'Mary Selway', 'Fiona Weir', 'David Barron', 'Chris Carreras', 'Peter MacDonald', 'Tanya Seghatchian', 'John Trehy', 'Tim Lewis', 'Sue Quinn', 'Christopher Abeyta', 'Winnie Wishart', 'David Carrigan', 'Brendan Donnison', 'Catrin Cooper', 'Katie Reynolds', 'Aurelia Thomas', 'Karen Betteridge', 'Jayne Barton', 'Vicky Bishop', 'Michael Elson', 'Ben Blanco', 'Adam Byles']","['Steve Kloves', 'J.K. Rowling']",PG-13
The Hunger Games: Mockingjay - Part 2,LGF,102665981,4175,2015-11-20,131634,160000000,137.0,"['Action', 'Adventure', 'Science Fiction']","['Francis Lawrence', 'Ana Maria Quintana', 'Christopher Surgent', 'Douglas Plasse', 'Charles Gibson']","['Bryan Unkeless', 'Christoph Fisser', 'Suzanne Collins', 'Jan Foster', 'Cameron MacConomy', 'Nina Jacobson', 'Jon Kilik', 'Debra Zane', 'Allison Shearmur', 'Shayna Markowitz', 'KiKi Yoshimoto', 'Joseph Drake', 'Miki Emmrich', 'Jeffrey Harlacker', 'Charlie Woebcken', 'Luca Marco Paracels', 'John Bernard', 'Henning Molfenter', 'Jan Foster', 'Donna Sloan']","['Suzanne Collins', 'Danny Strong', 'Peter Craig', 'Suzanne Collins']",PG-13
Indiana Jones and the Kingdom of the Crystal Skull,Par.,100137835,4260,2008-05-22,217,185000000,122.0,"['Adventure', 'Action']",['Steven Spielberg'],"['George Lucas', 'Frank Marshall', 'Kathleen Kennedy']","['David Koepp', 'George Lucas', 'George Lucas', 'Jeff Nathanson', 'Philip Kaufman']",PG-13
Transformers: Age of Extinction,Par.,100038390,4233,2014-06-27,91314,210000000,165.0,"['Science Fiction', 'Action', 'Adventure']","['Michael Bay', 'Alicia Accardo', 'Weicheng Jiang']","['Ian Bryce', 'Tom DeSanto', 'Lorenzo Di Bonaventura', 'Don Murphy', 'Denise Chamian', 'Mickie Paskal', 'Jennifer Rudnicke', 'Michael Bay', 'Steven Spielberg', 'Luca Marco Paracels', 'Brian Goldner', 'Matthew Cohan', 'Allegra Clegg', 'Michael Kase', 'K.C. Hodenfield', 'Mark Vahradian', 'Dany Wolf']",['Ehren Kruger'],PG-13
The Fate of the Furious,Uni.,98786705,4310,2017-04-14,337339,250000000,136.0,"['Action', 'Crime', 'Thriller']","['F. Gary Gray', 'Spiro Razatos', 'Cliff Lanning', 'Hilbert Hakim', 'Rhys Summerhayes', 'Kim Berner']","['Vin Diesel', 'Neal H. Moritz', 'Michael Fottrell', 'Finni Johannsson', 'Cliff Lanning', 'John Papsidera', 'Carla Raij', 'Deanna Brigidi', 'Erin Fragetta', 'Marie-Thérèse Verbruggen', 'Michael Epstein', 'Amanda Lewis', 'Samantha Vincent', 'Chris Morgan', 'Michael Fottrell', 'Tom Carson', 'Kim Khoo', 'Thomas Ward', 'Shelby Q. Warren', 'Jacqui Popelka', 'Tracy Kilpatrick', 'Blair Foster', 'Emily Bohbrink', 'Rose Locke', 'Chris Gray', 'Barbara Harris']","['Gary Scott Thompson', 'Chris Morgan']",PG-13
Iron Man,Par.,98618668,4105,2008-05-02,1726,140000000,126.0,"['Action', 'Science Fiction', 'Adventure']","['Jon Favreau', 'Cristina Weigmann']","['Avi Arad', 'Stan Lee', 'Ari Arad', 'Sarah Finn', 'Randi Hiller', 'Kevin Feige', 'Victoria Alonso', 'Trinh Tran']","['Stan Lee', 'Larry Lieber', 'Jack Kirby', 'Don Heck', 'Mark Fergus', 'Hawk Ostby', 'Art Marcum', 'Matt Holloway']",PG-13
Transformers: Dark of the Moon,P/DW,97852865,4088,2011-06-29,38356,195000000,154.0,"['Action', 'Science Fiction', 'Adventure']","['Michael Bay', 'Karen Golden', 'Alicia Accardo']","['Steven Spielberg', 'Kenny Bates', 'Ian Bryce', 'Michael Bay', 'Tom DeSanto', 'Lorenzo Di Bonaventura', 'Don Murphy', 'Denise Chamian', 'Jennifer Rudnicke', 'Daren Hicks']",['Ehren Kruger'],PG-13
Fast & Furious 6,Uni.,97375245,3658,2013-05-24,450487,0,100.0,"['Thriller', 'Drama', 'Science Fiction']",['Julia Hart'],"['Matthew Lessall', 'Mickey Liddell', 'Pete Shilaimon', 'Jordan Horowitz']","['Julia Hart', 'Jordan Horowitz']",PG-13
Captain America: The Winter Soldier,BV,95023721,3938,2014-04-04,100402,170000000,136.0,"['Action', 'Adventure', 'Science Fiction']","['Joe Russo', 'Anthony Russo']","['Kevin Feige', 'Nate Moore', 'Mitchell Bell', 'Lars P. Winther', 'Victoria Alonso', ""Louis D'Esposito"", 'Alan Fine', 'Michael Grillo', 'Stan Lee', 'Sarah Finn', 'Trinh Tran']","['Christopher Markus', 'Stephen McFeely', 'Ed Brubaker']",PG-13
Guardians of the Galaxy,BV,94320883,4080,2014-08-01,118340,170000000,121.0,"['Action', 'Science Fiction', 'Adventure']","['James Gunn', 'Paula Casarin', 'Peter MacDonald', 'Jonathan Taylor', 'Jamie Christopher', 'Matthew Sharp', 'Ryan Newberry']","['Sarah Finn', 'Victoria Alonso', 'Kevin Feige', 'Jeremy Latcham', ""Louis D'Esposito"", 'Alan Fine', 'Stan Lee', 'David J. Grant', 'Jamie Christopher', 'Jonathan Schwartz', 'Nik Korda', 'Hermione Ninnim', 'Nik Korda', 'Jennifer Bergman', 'Zoë Bower', 'Michela Marini', 'Lebo ""Boo"" Motjuoadi', 'Elizabeth Small', 'Diarmuid Coghlan', 'Gemma Todd', 'Jackie Gilbey', 'Steve Hart', 'Peter Gray', 'Reg Poerscout-Edgerton', 'Stacy Mann', 'Tamara Hunter', 'Jason B. Stamey', 'Kathleen Chopin', 'Barbara Harris']","['Nicole Perlman', 'James Gunn', 'Andy Lanning', 'Dan Abnett']",PG-13
Justice League,WB,93842239,4051,2017-11-17,141052,500000000,120.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['Zack Snyder', 'Jesse Peckham', 'Kimi Webber']","['Deborah Snyder', 'Charles Roven', 'Ben Affleck', 'Jon Berg', 'Wesley Coller', 'Finni Johannsson', 'Chris Terrio', 'Gregory Wilson', 'Kristy Carlson', 'Lora Kennedy', 'Christopher Nolan', 'Geoff Johns', 'Daniel S. Kaminsky', 'Curt Kanemoto', 'Benjamin Melniker', 'Jim Rowe', 'Michael E. Uslan', 'Emma Thomas', 'Marianne Jenkins', 'Andrea Wertheim', 'Kate Ringsell', 'Caitlin McKenna-Wilkinson', 'Jeanette Benzie', 'Catriona Dickie', 'Leigh Ann Smith']","['Chris Terrio', 'Bill Finger', 'Bob Kane', 'Jerry Siegel', 'Joe Shuster', 'Zack Snyder', 'Chris Terrio', 'Joss Whedon', 'Jay Oliva']",PG-13
Harry Potter and the Prisoner of Azkaban,WB,93687367,3855,2004-06-04,673,130000000,141.0,"['Adventure', 'Fantasy', 'Family']","['Alfonso Cuarón', 'Randy Jonsson', 'Annie Penn', 'Chris Carreras', 'Fiona Richards', 'Iain Atkinson', 'Janette Boyle', 'Peter MacDonald']","['David Heyman', 'Mark Radcliffe', 'Jina Jay', 'Michael Barnathan', 'Chris Carreras', 'Callum McDougall', 'Lorne Orleans', 'Tanya Seghatchian', 'Paula DuPré Pesmen', 'Rupert Porter', 'Tim Lewis', 'Nick Daubeny', 'Gary Nixon', 'Judy Britten', 'David Carrigan', 'Celia Barnett', 'Steve Harvey', 'Dixie Chassay', 'Katie Reynolds', ""David O'Reilly"", 'Patrick Michael Burke', 'Robert Judd', 'Fraser Grant', 'Michael Elson', 'Julian Mann', 'Lucy Jensen', 'Paul Hitchcock', 'Kelly Spearman', 'Vicky Bishop']","['J.K. Rowling', 'Steve Kloves', 'Enfys Dickinson']",PG
Godzilla (2014),WB,93188384,3952,2014-05-16,124905,160000000,123.0,"['Action', 'Drama', 'Science Fiction']","['Gareth Edwards', 'Jessica Clothier']","['Jon Jashni', 'Roy Lee', 'Dan Lin', 'Brian Rogers', 'Thomas Tull', 'Yoshimitsu Banno', 'Kenji Okuhira', 'Patricia Whitcher', 'Heike Brandstatter', 'Katie Doyle', 'Sarah Finn', 'Coreen Mayrs', 'Alex Garcia', 'Rino Pace', 'Matthew Riutta', 'Mary Parent']","['Max Borenstein', 'Dave Callaham']",PG-13
Spider-Man: Far from Home,Sony,92579212,4634,2019-07-02,429617,160000000,129.0,"['Action', 'Adventure', 'Science Fiction']",['Jon Watts'],"['Kevin Feige', 'Amy Pascal', 'Matt Tolmach', 'Thomas M. Hammel', ""Louis D'Esposito"", 'Eric Hauserman Carroll', 'Avi Arad', 'Victoria Alonso', 'Stan Lee', 'David Minkowski', 'Matthew Stillman']","['Chris McKenna', 'Erik Sommers', 'Stan Lee', 'Steve Ditko']",
The Matrix Reloaded,WB,91774413,3603,2003-05-15,604,150000000,138.0,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['Lilly Wachowski', 'Lana Wachowski', 'James McTeigue']","['Joel Silver', 'Mali Finn', 'Shauna Wolifson']","['Lilly Wachowski', 'Lana Wachowski']",R
The Amazing Spider-Man 2,Sony,91608337,4324,2014-05-02,102382,200000000,142.0,"['Action', 'Adventure', 'Fantasy']","['Marc Webb', 'Wendy Lee Roberts']","['Avi Arad', 'Matt Tolmach', 'Kathleen Chopin', 'Jason Farrar', 'Julie Kuehndorf', 'Daniel Carbo', 'Denise Pinckley', 'Angela Quiles', 'Stan Lee']","['Alex Kurtzman', 'Roberto Orci', 'Jeff Pinkner', 'James Vanderbilt', 'Alex Kurtzman', 'Roberto Orci', 'Jeff Pinkner', 'Stan Lee', 'Steve Ditko']",PG-13
X-Men: Days of Future Past,Fox,90823660,3996,2014-05-23,127585,250000000,131.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['Bryan Singer', 'Christine Wilson']","['Lauren Shuler Donner', 'Bryan Singer', 'Simon Kinberg', 'Stan Lee', 'Josh McLaglen', 'Todd Hallowell', 'Andrea Kenyon', 'Roger Mussenden', 'Randi Wells', 'Michèle St-Arnaud', 'Lisa Fozzati', 'Hutch Parker', 'Kathleen McGill', 'Luca Marco Paracels', 'Derek Hoffman', 'Jason Taylor']","['Simon Kinberg', 'Jane Goldman', 'Simon Kinberg', 'Matthew Vaughn', 'Chris Claremont']",PG-13
Inside Out,BV,90440272,3946,2015-06-19,150540,175000000,95.0,"['Drama', 'Comedy', 'Animation', 'Family']","['Pete Docter', 'Derek Williams', 'Mark Sanford', 'Mimi Zora', 'Emily Zulauf']","['Jonas Rivera', 'John Lasseter', 'Andrew Stanton', 'Mark Nielsen', 'Natalie Lyon', 'Kevin Reher', 'Mickie McGowan', 'Allysa Amundson', 'Valerie Graf', 'Danielle Rae Levin', 'Gerisa Macale', 'Cherise Miller', 'Tanya Oskanian', 'Wendy Dale Tanzillo', 'Seth Van Booven', 'Heather Feng', 'Meghan Benafield', 'Michelle Moretta', 'Megan Albert', 'Nancy Garretson Case', 'Rachel Ergas', 'Kristi Gamble', 'Timothy Glass', 'Valerie Hathaway', 'Kentaro Hinoki', 'Heather D.C. Jackson', 'Kheron Jones-Kassing', 'Mark Joseph', 'Kate Lardiere', 'Michelle Liu Chung', 'Michelle Lopez', 'Kacy Naylor', 'Rosana Neciuk', 'Karen Perry', 'Michelle Simons', 'Shari Villarde', 'Deana Walker', 'Annette Wang', 'Sue Williams', 'Kristina Ruud', 'Stephanie Pham', 'Dana Murray', 'Nicole Albertson', 'Krissy Bailey', 'Deborah Coleman', 'Briana Gardner', 'Susanne Lally', 'Hasia Sroat', 'Chris Wiggum']","['Pete Docter', 'Meg LeFauve', 'Josh Cooley', 'Pete Docter', 'Ronnie del Carmen', 'James S. Baker', 'Matt Jones']",PG
Harry Potter and the Sorcerer's Stone,WB,90294621,3672,2001-11-16,671,125000000,152.0,"['Adventure', 'Fantasy', 'Family']","['Chris Columbus', 'Annie Penn', 'Chris Carreras', 'Michael Stevenson', 'Michael Michael', 'R.J. Mino', 'Ian Dray', 'Charlotte Mason-Apps', 'David R. Ellis']","['David Heyman', 'Susie Figgis', 'Janet Hirshenson', 'Jane Jenkins', 'Karen Lindsay-Stewart', 'Todd Arnow', 'Michael Barnathan', 'Chris Columbus', 'Duncan Henderson', 'Mark Radcliffe', 'Tanya Seghatchian', 'Paula DuPré Pesmen', 'Todd Arnow', 'Keith Hatcher', 'Gary Nixon', 'Hazel Cook', 'Julie Orosz', 'Russell Lodge', 'Louis Elman', 'Alison Odell', 'David Carrigan', 'Buffy Hall', 'Kyle Clark', 'Jessie Thiele Schroeder', 'Simon Burgess', 'Chris Bogle', 'Sue Binfield', 'Trevor Chalmers', 'Michael Elson', 'Mark Axtell', 'Nisha Parti', 'Joel Román Mendías', 'Katie Reynolds']","['J.K. Rowling', 'Steve Kloves']",PG
Pirates of the Caribbean: On Stranger Tides,BV,90151958,4155,2011-05-20,1865,380000000,136.0,"['Adventure', 'Action', 'Fantasy']","['Rob Marshall', 'Kerry Lyn McKissick']","['Jerry Bruckheimer', 'Chad Oman', 'Mike Stenson', 'John DeLuca', 'Barry H. Waldman', 'Terry Rossio']","['Ted Elliott', 'Terry Rossio']",PG-13
American Sniper,WB,89269066,3555,2015-01-16,190859,58800000,133.0,"['War', 'Action']","['Clint Eastwood', 'Kerry Lyn McKissick', 'David M. Bernstein']","['Jason Dean Hall', 'Bruce Berman', 'Sheroum Kim', 'Tim Moore', 'Clint Eastwood', 'Geoffrey Miclat', 'Holly Hagy', 'Robert Lorenz', 'Andrew Lazar', 'Bradley Cooper', 'Peter Morgan']","['Jason Hall', 'Scott McEwen', 'Chris Kyle', 'Jim DeFelice']",R
Skyfall,Sony,88364714,3505,2012-11-09,37724,200000000,143.0,"['Action', 'Adventure', 'Thriller']","['Sam Mendes', 'Jayne-Ann Tenggren', 'Susie Jones', 'Sharon Mansfield']","['Barbara Broccoli', 'Michael G. Wilson', 'Callum McDougall', 'Debbie McWilliams', 'Gregg Wilson', 'Timka Grin', 'Zoe Thompson', 'Annette Borgmann', 'Tusse Lande', 'Lucy Hellier', 'Shayna Markowitz', 'Debra Zane', 'Pinar Celik']","['John Logan', 'Neal Purvis', 'Robert Wade', 'Ian Fleming']",PG-13
Harry Potter and the Chamber of Secrets,WB,88357488,3682,2002-11-15,672,100000000,161.0,"['Adventure', 'Fantasy', 'Family']","['Chris Columbus', 'David Hanks', 'Annie Penn', 'Chris Carreras', 'Fiona Richards', 'William Dodds', 'Rob Burgess', 'Peter MacDonald']","['David Heyman', 'Karen Lindsay-Stewart', 'Michael Barnathan', 'David Barron', 'Chris Columbus', 'Mark Radcliffe', 'Tanya Seghatchian', 'Paula DuPré Pesmen', 'Antoinette Perez', 'Bernard Bellew', 'Nick Daubeny', 'Gary Nixon', 'Michelle Corney', 'David Carrigan', 'Celia Barnett', 'Brenda Coxon', 'Jeremy Pelzer', 'Louis Elman', 'Simone Goodridge', 'Kathy Wise', 'Laura Dickens', 'Jordan Crockett', 'Emma Bendell', 'Michael Elson', 'Drew Bennett', 'Vicky Bishop']","['J.K. Rowling', 'Steve Kloves']",PG
Spider-Man 2,Sony,88156227,4152,2004-06-30,558,200000000,127.0,"['Action', 'Adventure', 'Fantasy']","['Sam Raimi', 'Eric Heffron', 'Trudy Ramirez', 'Bac DeLorme', 'Alexandra K. Browne', 'Jeff Shiffman', 'Dan Bradley']","['Avi Arad', 'Lorne Orleans', 'Laura Ziskin', 'Joseph M. Caracciolo Jr.', 'Kevin Feige', 'Stan Lee', 'Dianne Crittenden', 'Grant Curtis', 'Joseph M. Caracciolo', 'Michael V. Nicolo', 'Richard Baratta', 'Laura Berning', 'Tamara Bally', 'Susan Dukow', 'David J. Grant', ""Sandy O'Neill"", 'Jenifer Bonisteel', 'Kevin Flatow', 'Jean Chien', 'Alex Borys', 'Angela Athayde', 'Santena Jenaris King Clough', 'Tony Hobbs', 'Judy Pursley', 'Kristen Branan', 'Jason Rody', 'Marilyn DeJesus', 'Dave Ardinger', 'Shannon Gaulding', 'Kathryn Malone', 'Basia Emano', 'Carlo Pratto']","['Alvin Sargent', 'Alfred Gough', 'Miles Millar', 'Michael Chabon', 'Steve Ditko', 'Stan Lee']",PG-13
Fast Five,Uni.,86198765,3644,2011-04-29,51497,125000000,130.0,"['Action', 'Thriller', 'Crime']","['Justin Lin', 'Kate Eastridge', 'Valeria Migliassi Collins', 'Alexander Witt', 'Spiro Razatos']","['Vin Diesel', 'Michael Fottrell', 'Neal H. Moritz', 'Samantha Vincent', 'Debra Zane', 'Justin Lin', 'Amanda Lewis', 'Luis R. Estrella-Rivera', 'Philip Barnes']",['Chris Morgan'],PG-13
The Hangover Part II,WB,85946294,3615,2011-05-26,45243,80000000,102.0,['Comedy'],['Todd Phillips'],"['Steve Bing', 'Daniel Goldberg', 'Todd Phillips', 'Thomas Tull']","['Scot Armstrong', 'Craig Mazin', 'Todd Phillips']",R
Thor: The Dark World,BV,85737841,3841,2013-11-08,76338,170000000,112.0,"['Action', 'Adventure', 'Fantasy']",['Alan Taylor'],"['Kevin Feige', 'Stan Lee', ""Louis D'Esposito"", 'Sarah Finn', 'Priscilla John', 'Victoria Alonso', 'Kenneth Branagh', 'Jamie Christopher', 'Alan Fine', 'Nigel Gostelow', 'David J. Grant', 'Craig Kyle', 'Ivan Lam']","['Don Payne', 'Christopher Markus', 'Stephen McFeely', 'Christopher Yost', 'Jane Wu', 'Robert Rodat']",
X2: X-Men United,Fox,85558731,3741,2003-05-02,36658,110000000,133.0,"['Adventure', 'Action', 'Science Fiction', 'Thriller']","['Bryan Singer', 'Christine Wilson']","['Lauren Shuler Donner', 'Ralph Winter', 'Roger Mussenden', 'Kevin Feige', 'Avi Arad', 'Tom DeSanto', 'Ross Fanger', 'David Gorder', 'Stan Lee', 'John H. Radulovic', 'Selwyn Roberts', 'Bryan Singer']","['Zak Penn', 'David Hayter', 'Bryan Singer', 'Michael Dougherty', 'Dan Harris', 'David Hayter']",PG-13
Fifty Shades of Grey,Uni.,85171450,3646,2015-02-13,216015,40000000,125.0,"['Drama', 'Romance', 'Thriller']","['Sam Taylor-Johnson', 'Kerry Lyn McKissick']","['Louis Phillips', 'Francine Maisler', 'Michael De Luca', 'E.L. James', 'Dana Brunetti', 'Jeb Brody', 'Marcus Viscidi']","['E.L. James', 'Kelly Marcel', 'Max Martin']",R
Doctor Strange,BV,85058311,3882,2016-11-04,284052,166000000,115.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['Scott Derrickson', 'Jo Beckett', 'Daisy Baldry', 'Michael Lerman', 'Joey Coughlin', 'Teresa Orlando']","['Sarah Finn', 'Kevin Feige', 'Reg Poerscout-Edgerton', 'Stan Lee', ""Louis D'Esposito"", 'Victoria Alonso', 'Stephen Broussard', 'Alan Fine', 'Charles Newirth', 'David J. Grant', 'Chris Brock', 'Jason B. Stamey', 'Lillie Jeffrey', 'Richard Baratta', 'Jamie Lengyel', 'Katy Covell', 'Stevee Davies', 'Ollie Gilbert', 'Nicholas A. Mudd', 'Patty Carey', 'Aurelia Thomas', 'Paul Tomlinson', 'Charlotte Wright', 'Michael A. Galasso', 'Kerrie Lloyd', 'Pranav Sahni', 'Samuel Sharpe', 'Rakesh Singh', 'Kaitlyn Smith', 'Jonathan Scott']","['Scott Derrickson', 'Steve Ditko', 'Jon Spaihts', 'Scott Derrickson', 'C. Robert Cargill', 'Stan Lee']",PG-13
X-Men Origins: Wolverine,Fox,85058003,4099,2009-05-01,2080,150000000,107.0,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",['Gavin Hood'],"['Hugh Jackman', 'Lauren Shuler Donner', 'Stan Lee', 'Avi Arad']","['David Benioff', 'Skip Woods']",PG-13
